{'anchors': [29, 26], 'sequence': '%^!&*%&!&%^!%*!%^%!^!%^&%*%!%&#*&!#!&%#', 'large_anchor': False}
{'anchors': [74, 78], 'sequence': '&%!#&^!#&*%#*&!#%&^!#!#%*&!#&*#&%!*&!*%', 'large_anchor': True}
{'anchors': [18, 28], 'sequence': '*!*&%&%!*%*&*%!%&!^*^*&*%&%^%&!*!&*!#%!', 'large_anchor': False}
{'anchors': [88, 82], 'sequence': '#%!&%*&^!&^*%&%&%^*#!*#!%#*^&#!*&%&%&#*', 'large_anchor': True}
{'anchors': [23, 18], 'sequence': '!&^#*^%^!#!^!%^#^*&#!*!*!%&!^!&*%!%*&%*', 'large_anchor': False}
{'anchors': [74, 76], 'sequence': '#^%#!#*#*&!&!#^*#&*%&!*^&#%^#&#!#&^&#^!', 'large_anchor': True}
{'anchors': [23, 20], 'sequence': '#&*^*%!&#^%!^&*!%*%*!^%*&#!%#&!^!%*&*^*', 'large_anchor': False}
{'anchors': [77, 80], 'sequence': '^!*&%^%*#!*#!*^%!&#&*&%#!#%*&%^&^&%&!#^', 'large_anchor': True}
{'anchors': [20, 25], 'sequence': '%&*#%!#%^&%!#!*&!*^!#&!#!&^!&%*&%!%#&#*', 'large_anchor': False}
{'anchors': [86, 82], 'sequence': '&!%^%*^&^*&#!%*&%!*!&%#&^*#&*&*!#^&%^!&', 'large_anchor': True}
{'anchors': [12, 10], 'sequence': '!*#^%!*%&%*!%*%&^%*%^#&^*!#*#%&*&^*!#^*', 'large_anchor': False}
{'anchors': [87, 72], 'sequence': '%*!&#&*&*%&%&^#^%!&#*^!#!#^&!^!%^!#*&!&', 'large_anchor': True}
{'anchors': [14, 17], 'sequence': '^!*#!*!*^&*!^!*%*^#!*%*%#%*!%#*^#^*^!&!', 'large_anchor': False}
{'anchors': [90, 82], 'sequence': '&*%*#!&!%^&^&!#*%^&%^*&!^#^&!^&!^!%^!^*', 'large_anchor': True}
{'anchors': [28, 12], 'sequence': '&#^*&#&!^&!#&%!*%*^#*!*&*#!#&%&*%*%#*!#', 'large_anchor': False}
{'anchors': [89, 84], 'sequence': '&*%#&%!&*&#^&#%#&^&*^!%^*&*^&#^%!^&!#!*', 'large_anchor': True}
{'anchors': [28, 17], 'sequence': '%&#%^#%&*^*!*!&!^!*^*^#&%*^#^%!*^%!%!*#', 'large_anchor': False}
{'anchors': [89, 78], 'sequence': '#%&!#&#&#%*#%!^%#&#%^!*%#*^*&!*!%^#&^#%', 'large_anchor': True}
{'anchors': [26, 26], 'sequence': '%!*&%!&!%^!#*^*%#*^!*^#*#*&^!^#&^#!&#*&', 'large_anchor': False}
{'anchors': [76, 72], 'sequence': '^!#&%^!#%*%^%*%!%!#!%!%!#&^*&!^#%#&#*^&', 'large_anchor': True}
{'anchors': [29, 26], 'sequence': '^%#&*^*#!*&%^*&%*!#&%!#*#%#^%&!#&!^%#%*', 'large_anchor': False}
{'anchors': [77, 85], 'sequence': '^*%*&^&^&^&^!&^*!&*&^!%!*!#^!*&^%*^&^&%', 'large_anchor': True}
{'anchors': [11, 14], 'sequence': '%*^%^&%!%*#&!&^*%!*#&!#!#%#*&#^%#%!^&#%', 'large_anchor': False}
{'anchors': [88, 76], 'sequence': '%^%*&^#!%&*&%^&*!*&!*^!#*#^%*^!#^&^%#%!', 'large_anchor': True}
{'anchors': [23, 25], 'sequence': '%!*%*&%*&*^%&#&%#%#!*#%#%*!*#*%&^!#*!%#', 'large_anchor': False}
{'anchors': [87, 86], 'sequence': '%^%*#*%*!*%^#*#%^%&*&!#%&^!*!*#&#&%*&*!', 'large_anchor': True}
{'anchors': [16, 28], 'sequence': '^&%^%#%#%*#!%*#!^%^#*%&#^%&^!#!*^%#%*#%', 'large_anchor': False}
{'anchors': [83, 87], 'sequence': '^#%^*&*&!^&%&^&!#*#&*!#*&#*#%^%*%!&%*%&', 'large_anchor': True}
{'anchors': [15, 19], 'sequence': '#!*#*!^&%!#*%^!*%&%&!^&*&^!%!&%*#!&#&#!', 'large_anchor': False}
{'anchors': [74, 80], 'sequence': '#^*^#^!%*!&^*#^%^*!^*^#%*&^#&^%!%!#&!^%', 'large_anchor': True}
{'anchors': [26, 29], 'sequence': '%!#&*#*#*%#*#^%#*%*^*#!&!#&*^#!*%*&%!#&', 'large_anchor': False}
{'anchors': [87, 77], 'sequence': '!%!&^%#!#&%^%&#*!&#*#&*#!*&!^&^%!*^!#^*', 'large_anchor': True}
{'anchors': [12, 15], 'sequence': '^!&%#%*%#^%*^%&*^*%^%#*^!*^!^*!^*%*%^&%', 'large_anchor': False}
{'anchors': [71, 81], 'sequence': '!^*^*#&*&%&!#%#^&%&#&#&!%^#%!^%#&#*#%&^', 'large_anchor': True}
{'anchors': [18, 22], 'sequence': '&#^%#!%^*#%#!&!*&#^!^*!*^%^!%&%!%!^*&!^', 'large_anchor': False}
{'anchors': [81, 80], 'sequence': '#^*^!&^&!%&%&#!#%^%!%^*!*^&^!&!#&!#!#*!', 'large_anchor': True}
{'anchors': [20, 11], 'sequence': '^#&#^!#&%#*%&^#*#&^%&%!%#&^%#&#&^%#&^&#', 'large_anchor': False}
{'anchors': [73, 72], 'sequence': '%^%!#&!^*%!*&!^*!&^*^*&*!%&^%&^*!*&%!&^', 'large_anchor': True}
{'anchors': [19, 21], 'sequence': '^!^%&!^*!&!%^&*^!&^%&^%#!^&#%#%*!^!%&#*', 'large_anchor': False}
{'anchors': [77, 78], 'sequence': '&*&^!%!%*&*#!&#!&^!^#!^%^&%#!&#&#*#*!^%', 'large_anchor': True}
{'anchors': [21, 17], 'sequence': '&%*^!^*!*%!^%*!^#*&^#*^#*!*^*#*^!&^&!*#^', 'large_anchor': False}
{'anchors': [74, 86], 'sequence': '&!^#%&*#%*#^#^%&^&!*!*^#^%*!#&#*!&#&!#^!', 'large_anchor': True}
{'anchors': [13, 24], 'sequence': '#!*&!%!&%*!^!%*&!%#^&#^!#&%*^#!^!%*&^&!&', 'large_anchor': False}
